label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
G,0.5572190284729004,0.4852335453033447,2.7484225029184017e-07,0.5802750587463379,0.446880966424942,-0.06378376483917236,0.6212706565856934,0.39812642335891724,-0.0815870612859726,0.6735384464263916,0.3697095215320587,-0.08505915105342865,0.7136304974555969,0.3575514554977417,-0.08321774750947952,0.5875648856163025,0.23584404587745667,-0.0487743616104126,0.664524495601654,0.20506666600704193,-0.0696074515581131,0.7092695236206055,0.18452243506908417,-0.08461909741163254,0.7460858821868896,0.15408535301685333,-0.09361893683671951,0.599023699760437,0.25358662009239197,-0.018415376543998718,0.6606329083442688,0.28500619530677795,-0.0454070009291172,0.6488825082778931,0.3408098816871643,-0.05707024410367012,0.6291615962982178,0.3483748435974121,-0.05864599347114563,0.6125383377075195,0.2778223752975464,0.006618427578359842,0.6659818291664124,0.3010078966617584,-0.023154573515057564,0.6517214179039001,0.3551168441772461,-0.031191198155283928,0.6317983865737915,0.35685527324676514,-0.027265068143606186,0.6230124235153198,0.3021343946456909,0.02748294733464718,0.6626506447792053,0.3184734582901001,0.005331377498805523,0.6575543284416199,0.35126128792762756,-0.001099367975257337,0.6397311687469482,0.3583017885684967,0.0020357950124889612
G,0.5564757585525513,0.4863082766532898,2.6672628905544116e-07,0.5792792439460754,0.44730454683303833,-0.06288199126720428,0.6202799677848816,0.3985927700996399,-0.08017562329769135,0.6720535159111023,0.3706617057323456,-0.08329485356807709,0.7120794057846069,0.3587263524532318,-0.08122449368238449,0.5878873467445374,0.23589356243610382,-0.047970015555620193,0.6645820140838623,0.20544204115867615,-0.0682562068104744,0.7087670564651489,0.1848989725112915,-0.08267020434141159,0.7452117204666138,0.15438751876354218,-0.0912863239645958,0.5986961722373962,0.25387975573539734,-0.017926815897226334,0.6610133647918701,0.28657621145248413,-0.0445006899535656,0.6501774191856384,0.3438381850719452,-0.05590222403407097,0.6313270330429077,0.35279905796051025,-0.05732216686010361,0.6116579174995422,0.27856341004371643,0.006863884627819061,0.6659249663352966,0.3037997782230377,-0.02295656129717827,0.6518515348434448,0.3588760495185852,-0.03125118091702461,0.632179319858551,0.36157527565956116,-0.02737727202475071,0.6216617226600647,0.30368363857269287,0.02761252410709858,0.6619135141372681,0.3214883506298065,0.005133537575602531,0.6573039293289185,0.35466524958610535,-0.0017701154574751854,0.6400906443595886,0.36163899302482605,0.0010931402212008834
G,0.5577918887138367,0.4875990152359009,2.850385101282882e-07,0.579840898513794,0.44804760813713074,-0.06515514105558395,0.6201074719429016,0.3990092873573303,-0.08341651409864426,0.672593355178833,0.3705441355705261,-0.0869654044508934,0.7128456234931946,0.3582366406917572,-0.08513566851615906,0.587086021900177,0.23571869730949402,-0.049838900566101074,0.663797914981842,0.20596247911453247,-0.07081381231546402,0.7081624269485474,0.1852755844593048,-0.08592641353607178,0.7450665235519409,0.1545788198709488,-0.09505734592676163,0.5990467071533203,0.2544887065887451,-0.018865279853343964,0.6611450910568237,0.28558841347694397,-0.046063292771577835,0.650445282459259,0.34237194061279297,-0.05775918439030647,0.6321514844894409,0.35085389018058777,-0.05933732911944389,0.6128754615783691,0.2795732915401459,0.006616006605327129,0.6668248176574707,0.30319944024086,-0.023755565285682678,0.6525699496269226,0.3578251302242279,-0.03210720047354698,0.6330830454826355,0.3592568635940552,-0.028249548748135567,0.6235460638999939,0.30454808473587036,0.027845416218042374,0.6636127233505249,0.3212937116622925,0.005077342037111521,0.6586313247680664,0.35424429178237915,-0.0018657563487067819,0.6410430669784546,0.3605855405330658,0.0009153408464044333
G,0.557692289352417,0.487578809261322,2.6893286531048943e-07,0.5792906284332275,0.44755035638809204,-0.06392782181501389,0.6195886731147766,0.3988253176212311,-0.08124992251396179,0.6716793775558472,0.37137800455093384,-0.08413901180028915,0.7114184498786926,0.35899248719215393,-0.0817163959145546,0.5876822471618652,0.23687756061553955,-0.047913942486047745,0.6640790104866028,0.20567482709884644,-0.06843729317188263,0.7084946632385254,0.1844431757926941,-0.08344244956970215,0.7454534769058228,0.15362392365932465,-0.09262916445732117,0.5996080040931702,0.25668561458587646,-0.01743798889219761,0.661190390586853,0.2886194884777069,-0.044229861348867416,0.6494278311729431,0.3458040952682495,-0.05577608942985535,0.6305904984474182,0.3544203042984009,-0.05741504207253456,0.6133173704147339,0.28309059143066406,0.007569613866508007,0.666996955871582,0.3059590458869934,-0.022463340312242508,0.6527085304260254,0.3602263927459717,-0.03053719364106655,0.6333048939704895,0.36184975504875183,-0.026701899245381355,0.6240445971488953,0.3092816472053528,0.028392808511853218,0.6642317175865173,0.32487913966178894,0.005290381610393524,0.6591303944587708,0.35774990916252136,-0.0015937009593471885,0.641623318195343,0.3645428717136383,0.0012539405142888427
G,0.5578087568283081,0.4885086417198181,2.7301862814965716e-07,0.5801404714584351,0.44699060916900635,-0.06143775209784508,0.6205194592475891,0.3984505534172058,-0.07798191905021667,0.6712503433227539,0.37065255641937256,-0.08065158128738403,0.7101464867591858,0.3597375154495239,-0.07815330475568771,0.5872573256492615,0.2380681037902832,-0.04622633382678032,0.6633371710777283,0.20731881260871887,-0.06690588593482971,0.7080309391021729,0.18562503159046173,-0.08197684586048126,0.7448703050613403,0.155467689037323,-0.09101000428199768,0.5983963012695312,0.2572042942047119,-0.016755398362874985,0.6589239835739136,0.28669095039367676,-0.04384063184261322,0.6489744782447815,0.34345418214797974,-0.05598371848464012,0.6309942007064819,0.3535769581794739,-0.05773727595806122,0.6119721531867981,0.282385915517807,0.007534446660429239,0.6647300720214844,0.30537688732147217,-0.022616956382989883,0.6518245935440063,0.35967424511909485,-0.03148120269179344,0.6329407095909119,0.3630342483520508,-0.027745598927140236,0.6225782036781311,0.30746933817863464,0.027895262464880943,0.6617803573608398,0.3248951733112335,0.0050834245048463345,0.6582363843917847,0.35793113708496094,-0.0022769898641854525,0.6421229243278503,0.36529436707496643,0.000458228139905259
G,0.5551865100860596,0.48706021904945374,2.807669545745739e-07,0.5778641104698181,0.4474653899669647,-0.06207704916596413,0.6182253956794739,0.39890000224113464,-0.07953348755836487,0.6689920425415039,0.37084904313087463,-0.0831008180975914,0.7080686092376709,0.3598436713218689,-0.08166070282459259,0.586112380027771,0.2390875518321991,-0.04744887351989746,0.662334144115448,0.20622482895851135,-0.0667649582028389,0.7066605687141418,0.1846030205488205,-0.08075284957885742,0.7427160739898682,0.15424592792987823,-0.0892239511013031,0.5969249606132507,0.2562398314476013,-0.01764405518770218,0.6576474905014038,0.28580883145332336,-0.04318049177527428,0.6483924388885498,0.34106630086898804,-0.05479896441102028,0.6302018165588379,0.35058704018592834,-0.05665211379528046,0.6100123524665833,0.2801849842071533,0.007122480776160955,0.6631600260734558,0.3014746904373169,-0.02137712761759758,0.6521873474121094,0.35470327734947205,-0.029979927465319633,0.6343710422515869,0.35881465673446655,-0.026682503521442413,0.6204241514205933,0.30448663234710693,0.027900537475943565,0.6600704193115234,0.3188442587852478,0.006336624268442392,0.6582499742507935,0.35109275579452515,-0.0005688767996616662,0.6432381272315979,0.35951048135757446,0.0021146168000996113
G,0.5537750720977783,0.4874754548072815,2.749624741227308e-07,0.5754188895225525,0.44747763872146606,-0.06493794918060303,0.6131854057312012,0.39898329973220825,-0.0822271928191185,0.6632310748100281,0.37111538648605347,-0.0844036191701889,0.7033170461654663,0.35789328813552856,-0.08119039982557297,0.5829087495803833,0.23971736431121826,-0.051117390394210815,0.6587070226669312,0.20682334899902344,-0.07121720910072327,0.7023922204971313,0.1847110390663147,-0.08553951978683472,0.7379757761955261,0.15429307520389557,-0.09400118142366409,0.5945168137550354,0.2582005262374878,-0.01921548880636692,0.6541503071784973,0.28274616599082947,-0.04500284045934677,0.6447434425354004,0.3382631540298462,-0.05658625066280365,0.6271273493766785,0.34916436672210693,-0.05815982073545456,0.6082119941711426,0.2815936207771301,0.007424802985042334,0.6610621809959412,0.30087006092071533,-0.02193792723119259,0.6486324667930603,0.3551933467388153,-0.03144495561718941,0.6306014060974121,0.3600133955478668,-0.028239095583558083,0.6189845204353333,0.304720401763916,0.029958968982100487,0.6583494544029236,0.31987500190734863,0.007332059554755688,0.6565111875534058,0.3517873287200928,-0.0009488483774475753,0.6416812539100647,0.3599921464920044,0.001036342466250062
G,0.5528678297996521,0.4858283996582031,2.826810714395833e-07,0.5730661749839783,0.44341936707496643,-0.06313291192054749,0.6105949282646179,0.395480751991272,-0.079825259745121,0.6616125702857971,0.3666643500328064,-0.08232331275939941,0.7019383907318115,0.35219842195510864,-0.07966362684965134,0.5799990296363831,0.24062708020210266,-0.0458989217877388,0.6543752551078796,0.20661503076553345,-0.06558635085821152,0.6979035139083862,0.18402953445911407,-0.07997062802314758,0.7335348725318909,0.1537916511297226,-0.08855363726615906,0.5937475562095642,0.26051586866378784,-0.015523902140557766,0.6526533365249634,0.2833671569824219,-0.0417078398168087,0.6439633369445801,0.33545246720314026,-0.05390883609652519,0.6272401213645935,0.34441035985946655,-0.05572221428155899,0.608832597732544,0.28599417209625244,0.009449275210499763,0.6600139141082764,0.3036044239997864,-0.02039331942796707,0.6475145220756531,0.3546917140483856,-0.029861755669116974,0.6290155649185181,0.3584851026535034,-0.02648843824863434,0.6200054883956909,0.31051400303840637,0.030349818989634514,0.6577578783035278,0.3238327205181122,0.0070165409706532955,0.6548762321472168,0.3544224798679352,-0.0010472695576027036,0.6393821835517883,0.36306238174438477,0.0012637157924473286
G,0.5507422685623169,0.48179012537002563,2.847845337328181e-07,0.5720553994178772,0.44041794538497925,-0.062221769243478775,0.6092891693115234,0.3924764394760132,-0.07900159060955048,0.6597124338150024,0.3631770610809326,-0.08174506574869156,0.6996549367904663,0.3483060300350189,-0.07948081195354462,0.5787700414657593,0.23967944085597992,-0.04568427428603172,0.6526743769645691,0.20596590638160706,-0.06350161135196686,0.6950713992118835,0.18348312377929688,-0.07701081037521362,0.7290986180305481,0.15292738378047943,-0.08526911586523056,0.5904824733734131,0.2574303150177002,-0.015432881191372871,0.649404764175415,0.27968600392341614,-0.039399027824401855,0.64227294921875,0.3303575813770294,-0.05153618007898331,0.6265649795532227,0.3401854932308197,-0.05399514362215996,0.6041619181632996,0.2797113060951233,0.009734190069139004,0.655453085899353,0.2961350977420807,-0.01755625382065773,0.6440237760543823,0.34553563594818115,-0.027372434735298157,0.626671314239502,0.35060277581214905,-0.02510211244225502,0.6147634983062744,0.30135637521743774,0.03088853880763054,0.6516335606575012,0.31137484312057495,0.010198772884905338,0.6494594812393188,0.34074413776397705,0.0026838574558496475,0.6350462436676025,0.3499720096588135,0.004617664031684399
G,0.5469781756401062,0.48080340027809143,2.860680297089857e-07,0.5675947070121765,0.4372594356536865,-0.05953894928097725,0.605035662651062,0.38876235485076904,-0.07455644011497498,0.6555607914924622,0.3609269857406616,-0.07617565989494324,0.6946374177932739,0.3460744321346283,-0.0729696974158287,0.5755490064620972,0.23776113986968994,-0.041623108088970184,0.6482601761817932,0.20430678129196167,-0.058468520641326904,0.6897615194320679,0.18203425407409668,-0.07110632210969925,0.7228764891624451,0.15190443396568298,-0.07867169380187988,0.5868715047836304,0.25772568583488464,-0.012706051580607891,0.644814670085907,0.2773815989494324,-0.035075098276138306,0.6380651593208313,0.32592812180519104,-0.046424198895692825,0.6231746673583984,0.3346344232559204,-0.04847421869635582,0.6001667976379395,0.28294554352760315,0.011111591942608356,0.6512313485145569,0.2992269694805145,-0.015408330596983433,0.6393334865570068,0.3472321331501007,-0.025203369557857513,0.6221227049827576,0.35138261318206787,-0.022847672924399376,0.6103421449661255,0.30801159143447876,0.03111654333770275,0.6488031148910522,0.31841766834259033,0.010979708284139633,0.6471823453903198,0.3471700847148895,0.003627452999353409,0.6336449384689331,0.3562502861022949,0.005687850993126631
