label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Y,0.4361259341239929,0.7555450797080994,-3.8306276906041603e-07,0.3772570490837097,0.6957229971885681,-0.018737396225333214,0.33618709444999695,0.6003056764602661,-0.030414370819926262,0.311013787984848,0.5157325863838196,-0.044083788990974426,0.29710471630096436,0.44862794876098633,-0.05206423997879028,0.39072906970977783,0.4985233545303345,0.0005055628716945648,0.3876422047615051,0.4028256833553314,-0.029671357944607735,0.38266828656196594,0.4638473391532898,-0.04685957357287407,0.3806383013725281,0.5240831971168518,-0.05246679112315178,0.42506736516952515,0.5042201280593872,-0.000954925490077585,0.42211365699768066,0.4171367585659027,-0.04123201221227646,0.409574419260025,0.5001975297927856,-0.056403592228889465,0.4018377959728241,0.5659966468811035,-0.05578890070319176,0.45789748430252075,0.5185126066207886,-0.007650049403309822,0.4567301869392395,0.43592992424964905,-0.040375061333179474,0.4400167167186737,0.5080904960632324,-0.03928826376795769,0.42868685722351074,0.5694235563278198,-0.02749687246978283,0.4910859167575836,0.540450394153595,-0.01624639518558979,0.5075064301490784,0.45809662342071533,-0.03338490426540375,0.5081637501716614,0.403893381357193,-0.03608553111553192,0.50523442029953,0.3484841287136078,-0.032620154321193695
Y,0.4342658817768097,0.7525057196617126,-3.910065800027951e-07,0.37616246938705444,0.6914162039756775,-0.01797662302851677,0.33477428555488586,0.599359929561615,-0.029634177684783936,0.31045037508010864,0.5155558586120605,-0.043576665222644806,0.2992611527442932,0.44809097051620483,-0.051815032958984375,0.38929909467697144,0.49616357684135437,0.0019342061132192612,0.38522768020629883,0.3990083932876587,-0.0280455369502306,0.380008339881897,0.4539194405078888,-0.045260000973939896,0.3785296082496643,0.5125088095664978,-0.05088144168257713,0.4240732192993164,0.5015259385108948,3.723303962033242e-05,0.42024800181388855,0.41053488850593567,-0.0395955890417099,0.40735098719596863,0.49176907539367676,-0.05371920391917229,0.400614470243454,0.5585154294967651,-0.052319303154945374,0.45705345273017883,0.5160507559776306,-0.007244578562676907,0.455826073884964,0.4319270849227905,-0.04016372933983803,0.43912556767463684,0.5033414959907532,-0.039122339338064194,0.4280274212360382,0.5654050707817078,-0.0271375123411417,0.49096834659576416,0.5393901467323303,-0.016395332291722298,0.5091289281845093,0.45919010043144226,-0.033700983971357346,0.5057862997055054,0.4114713668823242,-0.036135945469141006,0.4969162940979004,0.3658517003059387,-0.03228337690234184
Y,0.4344014525413513,0.7538025975227356,-4.1010761719917355e-07,0.3754846751689911,0.6919788122177124,-0.017144186422228813,0.3344237804412842,0.598996639251709,-0.027735447511076927,0.3107255697250366,0.5131970047950745,-0.04096197709441185,0.30252185463905334,0.44384765625,-0.04840672016143799,0.38781240582466125,0.49720263481140137,0.004944974090903997,0.38269364833831787,0.40156352519989014,-0.023944459855556488,0.37845316529273987,0.4569752514362335,-0.04015146195888519,0.37787675857543945,0.5122054815292358,-0.04527756944298744,0.4232913553714752,0.5003010034561157,0.0030566619243472815,0.41859644651412964,0.41024357080459595,-0.03439779952168465,0.4063648283481598,0.4914422035217285,-0.04709029570221901,0.4001932144165039,0.5537026524543762,-0.04520542174577713,0.45656847953796387,0.5139907002449036,-0.004290134645998478,0.4535633623600006,0.4317649304866791,-0.03698230907320976,0.4376080632209778,0.5067560076713562,-0.035508185625076294,0.42729702591896057,0.5686342120170593,-0.023216286674141884,0.4905065894126892,0.5370041728019714,-0.013393154367804527,0.508284330368042,0.4588460326194763,-0.030591676011681557,0.5018441677093506,0.41827574372291565,-0.03234660625457764,0.4894368648529053,0.3806160092353821,-0.027937188744544983
Y,0.4342067539691925,0.7552200555801392,-4.4571225998879527e-07,0.37588202953338623,0.6937651634216309,-0.017000576481223106,0.3345099985599518,0.5966370701789856,-0.026390286162495613,0.3121802806854248,0.5087676048278809,-0.03862323239445686,0.3068338632583618,0.43681836128234863,-0.04460565000772476,0.38377925753593445,0.499063640832901,0.006507574114948511,0.3789728581905365,0.40731868147850037,-0.021714046597480774,0.37701067328453064,0.47112730145454407,-0.035803984850645065,0.37895143032073975,0.5247908234596252,-0.039342574775218964,0.42006704211235046,0.501114547252655,0.005140023771673441,0.4149459898471832,0.4206373989582062,-0.029834624379873276,0.40535879135131836,0.5062224864959717,-0.039475735276937485,0.40318089723587036,0.561611533164978,-0.036237385123968124,0.454214870929718,0.5142103433609009,-0.0019843168556690216,0.44977113604545593,0.44052326679229736,-0.034430716186761856,0.4348108172416687,0.5212953686714172,-0.030923737213015556,0.4269021153450012,0.5813396573066711,-0.01729452610015869,0.48818260431289673,0.5359972715377808,-0.01083538867533207,0.505558967590332,0.45700469613075256,-0.027966279536485672,0.4998084306716919,0.41692468523979187,-0.02880924567580223,0.4884026050567627,0.3793782591819763,-0.023665137588977814
Y,0.4367554485797882,0.7550053596496582,-4.600705381108128e-07,0.3785562515258789,0.6925845742225647,-0.01681286282837391,0.3368183374404907,0.5957040786743164,-0.025611432269215584,0.317538857460022,0.5081355571746826,-0.03702961280941963,0.31747040152549744,0.43454039096832275,-0.04201370105147362,0.38231945037841797,0.49809473752975464,0.007223061285912991,0.37860268354415894,0.41643452644348145,-0.020301874727010727,0.37623289227485657,0.48632416129112244,-0.03343857824802399,0.37840399146080017,0.5372412204742432,-0.036482807248830795,0.41862380504608154,0.5008041262626648,0.006142278201878071,0.41372543573379517,0.43286895751953125,-0.02835065685212612,0.40497174859046936,0.5216076970100403,-0.0377105288207531,0.40450820326805115,0.5738105177879333,-0.03466425836086273,0.45357149839401245,0.5132309198379517,-0.0007225429872050881,0.4497092068195343,0.4479150176048279,-0.03382120281457901,0.43490898609161377,0.5292801856994629,-0.030349327251315117,0.4280647337436676,0.5865285396575928,-0.016725068911910057,0.48800429701805115,0.5329589247703552,-0.009129113517701626,0.5043455362319946,0.4522149860858917,-0.026609055697917938,0.502432644367218,0.4064355492591858,-0.02791661024093628,0.49597010016441345,0.3600884675979614,-0.023169703781604767
Y,0.44027724862098694,0.7557240724563599,-4.148290599914617e-07,0.382502943277359,0.6925026178359985,-0.01785183697938919,0.34149113297462463,0.5958810448646545,-0.02688426338136196,0.3232120871543884,0.5082030296325684,-0.03825036808848381,0.32091593742370605,0.43285179138183594,-0.043352268636226654,0.38596707582473755,0.49891501665115356,0.004560305271297693,0.3811483383178711,0.4216621518135071,-0.022619042545557022,0.37972813844680786,0.4927157461643219,-0.03433768078684807,0.38296252489089966,0.5411301851272583,-0.0364876314997673,0.4215112328529358,0.5020331740379333,0.0034545238595455885,0.415733277797699,0.4398328959941864,-0.030469294637441635,0.4076365530490875,0.5283770561218262,-0.03912067785859108,0.40824785828590393,0.5735671520233154,-0.036070141941308975,0.45639118552207947,0.5144772529602051,-0.0034887022338807583,0.452365517616272,0.45632705092430115,-0.03792376443743706,0.4368327260017395,0.5376138687133789,-0.03499533236026764,0.43016260862350464,0.5915027260780334,-0.021727673709392548,0.4902336001396179,0.5317920446395874,-0.011894688941538334,0.5055073499679565,0.444707989692688,-0.030987286940217018,0.5100975036621094,0.38873714208602905,-0.03342024236917496,0.5130221247673035,0.331041157245636,-0.029530076310038567
Y,0.44225603342056274,0.7514748573303223,-3.990091386185668e-07,0.38536614179611206,0.6890151500701904,-0.01996845379471779,0.3440263867378235,0.5930647850036621,-0.03008980304002762,0.3259972333908081,0.5054603815078735,-0.04233081638813019,0.3244105577468872,0.4302592873573303,-0.04819061979651451,0.3896629214286804,0.4965803325176239,0.0015430380590260029,0.3836352527141571,0.4245448112487793,-0.025913802906870842,0.3827376663684845,0.49785786867141724,-0.03642403334379196,0.3870495855808258,0.5425393581390381,-0.03793352469801903,0.42489853501319885,0.5003515481948853,0.0012465862091630697,0.41823023557662964,0.4451580047607422,-0.03201901912689209,0.4094083309173584,0.5363945364952087,-0.03814452886581421,0.41113558411598206,0.5733577013015747,-0.03395307436585426,0.4592125117778778,0.5132231116294861,-0.005306137725710869,0.45507997274398804,0.46152231097221375,-0.04112095385789871,0.4379647672176361,0.5453290939331055,-0.03706871345639229,0.43172624707221985,0.5961540937423706,-0.023083431646227837,0.49201077222824097,0.5297529697418213,-0.013454379513859749,0.5081849098205566,0.4421423673629761,-0.03419096767902374,0.5134966969490051,0.38440245389938354,-0.036916136741638184,0.518658459186554,0.3252379298210144,-0.033187396824359894
Y,0.44421735405921936,0.7467787861824036,-4.049826429763925e-07,0.38829293847084045,0.6852045059204102,-0.020772939547896385,0.34662389755249023,0.5890040397644043,-0.031108150258660316,0.326448529958725,0.5016322135925293,-0.04329266771674156,0.3195109963417053,0.4281102418899536,-0.04905009642243385,0.3938645124435425,0.4940871298313141,-0.0015801690751686692,0.3861946761608124,0.4243127703666687,-0.02888857200741768,0.3850127160549164,0.5005751252174377,-0.038453198969364166,0.38986077904701233,0.542719841003418,-0.039480023086071014,0.4292137324810028,0.4980244040489197,-0.0014222635654732585,0.42096391320228577,0.44709312915802,-0.03303822502493858,0.4111030697822571,0.5399278402328491,-0.03682843968272209,0.41361597180366516,0.5691035389900208,-0.03177168592810631,0.4632006883621216,0.5116451978683472,-0.007591542322188616,0.45764222741127014,0.4647529423236847,-0.042816776782274246,0.4394858181476593,0.5496203899383545,-0.03739040717482567,0.43405044078826904,0.5972840189933777,-0.02293996326625347,0.494816392660141,0.528427004814148,-0.015435193665325642,0.5112949013710022,0.43989598751068115,-0.03645322844386101,0.5164885520935059,0.3818429410457611,-0.03876888379454613,0.5227759480476379,0.3233397305011749,-0.03486523777246475
Y,0.44657987356185913,0.7452476620674133,-4.067125587425835e-07,0.39091044664382935,0.6822323203086853,-0.02087309956550598,0.34833237528800964,0.5855989456176758,-0.03089933656156063,0.3266472816467285,0.49864351749420166,-0.04269164055585861,0.3186558187007904,0.4260863661766052,-0.047923386096954346,0.3961988091468811,0.49222874641418457,-0.0007479168707504869,0.3886200785636902,0.42436447739601135,-0.027094217017292976,0.3876591920852661,0.5013027191162109,-0.03622126951813698,0.3922553062438965,0.5408150553703308,-0.03730620816349983,0.43215566873550415,0.49595189094543457,-0.00033746837289072573,0.42389968037605286,0.4478050172328949,-0.03142442926764488,0.41344454884529114,0.540246307849884,-0.035310521721839905,0.41505664587020874,0.5662013292312622,-0.030527783557772636,0.4662155210971832,0.5096796751022339,-0.006249100901186466,0.46074166893959045,0.46542924642562866,-0.04126230999827385,0.44218382239341736,0.5503494143486023,-0.036129504442214966,0.4362366795539856,0.5972433090209961,-0.021850431337952614,0.4973997175693512,0.5257558226585388,-0.013803800567984581,0.5132359266281128,0.4375957250595093,-0.03457294777035713,0.5187064409255981,0.37975946068763733,-0.03686591610312462,0.5256067514419556,0.3218560814857483,-0.032962050288915634
Y,0.4475284814834595,0.7429294586181641,-4.073303614404722e-07,0.3921263813972473,0.678094744682312,-0.020704923197627068,0.3505491018295288,0.5810956358909607,-0.03044675849378109,0.3283976912498474,0.4944915771484375,-0.04185401275753975,0.3186136484146118,0.4228890538215637,-0.04674546420574188,0.39909881353378296,0.4891883134841919,-0.0008023948757909238,0.3914566934108734,0.42237651348114014,-0.02680262178182602,0.3900561034679413,0.500789225101471,-0.03583895042538643,0.3943547010421753,0.5393315553665161,-0.03700946643948555,0.434572696685791,0.4937392473220825,-0.0003214427561033517,0.42574822902679443,0.4447809159755707,-0.03134768828749657,0.41487979888916016,0.5371161699295044,-0.03528960049152374,0.41661787033081055,0.562834620475769,-0.03068365342915058,0.4681829512119293,0.5084962248802185,-0.00606220168992877,0.4627283215522766,0.4625631868839264,-0.041112177073955536,0.44398826360702515,0.5478499531745911,-0.035844072699546814,0.4382653534412384,0.5946896076202393,-0.02152668684720993,0.49902549386024475,0.5252367854118347,-0.01340140774846077,0.5154327750205994,0.43654534220695496,-0.03415079787373543,0.5210456252098083,0.3783618211746216,-0.03636977821588516,0.5283695459365845,0.31966763734817505,-0.03245966508984566
